Affiliations                                 	   Record Count	      % of 10,494
CHINA NORTH IND GRP CORP LTD                 	              1	     0.010
CHINA NORTH INDUSTRIES NORINCO               	              1	     0.010
CHINA ORTHOPAED REGENERAT MED GRP CORMED     	              1	     0.010
CHINA ORTHOPEAD REGENERAT MED CORMED         	              1	     0.010
CHINA PETR PIPELINE ENGN CO LTD INT          	              1	     0.010
CHINA PHARMACEUTICAL UNIVERSITY              	              1	     0.010
CHINA QIYUAN ENGN CORP                       	              1	     0.010
CHINA QUAL CERTIFICAT CTR                    	              1	     0.010
CHINA RAILWAY SIYUAN SURVEY DESIGN GRP CO LTD	              1	     0.010
CHINA RAILWAY TUNNEL GRP CO LTD              	              1	     0.010
CHINA SHIP DEV DESIGN CTR                    	              1	     0.010
CHINA SOUTHERN POWER GRID SOUTH ELECT POWER R	              1	     0.010
ES IN                                        	               	          
CHINA SPECIAL AIRCRAFT RES INST              	              1	     0.010
CHINA SPECIAL VEHICLE RES INST               	              1	     0.010
CHINA STATE CONSTRUCTION ENGINEERING CORPORAT	              1	     0.010
ION                                          	               	          
CHINA TEXT ACAD ZHEJIANG TECHNOL RES INST CO 	              1	     0.010
LTD                                          	               	          
CHINA TIANCHEN ENGN CORP                     	              1	     0.010
CHINESE ACAD SCI NAAIMCAS                    	              1	     0.010
CHINESE ACADEMY OF FISHERY SCIENCES          	              1	     0.010
CHINESE PEOPLES LIBERAT ARMY                 	              1	     0.010
CHINESE PEOPLES LIBERAT ARMY GEN HOSP        	              1	     0.010
CHITKARA UNIVERSITY PUNJAB                   	              1	     0.010
CHIZHOU RE ART NEW MAT CO LTD                	              1	     0.010
CHN ENERGY GRP                               	              1	     0.010
CHONGQING ACAD METROL QUAL INSPECT           	              1	     0.010
CHONGQING INST FOOD DRUG CONTROL             	              1	     0.010
CHONGQING KEY LAB SPECIAL FOOD COBUILT SICHUA	              1	     0.010
N C                                          	               	          
CHONGQING TECHNOLOGY BUSINESS UNIVERSITY     	              1	     0.010
CHONGQING UNCONVENT OIL GAS DEV RES INST     	              1	     0.010
CHONGQING VOCATIONAL INSTITUTE OF ENGINEERING	              1	     0.010
CHONNAM NATL UNIV                            	              1	     0.010
CHOSUN UNIVERSITY                            	              1	     0.010
CHRISTIAN DOPPLER LAB FUNCT POLYMER BASED INK	              1	     0.010
J                                            	               	          
CHRISTIAN DOPPLER LAB ORGANOCATALYSIS POLYMER	              1	     0.010
IZA                                          	               	          
CHRISTIAN DOPPLER LAB ORGANOCATALYSIS POLYMER	              1	     0.010
IZAT                                         	               	          
CHRISTOPHER NEWPORT UNIV                     	              1	     0.010
CHU LILLE                                    	              1	     0.010
CHUBU UNIVERSITY                             	              1	     0.010
CHUGAI PHARMACEUTICAL CO LTD                 	              1	     0.010
CHUNG HUA UNIVERSITY                         	              1	     0.010
CHUNG YUAN CHRISTIAN UNIV CHUNG LI           	              1	     0.010
CHUO UNIVERSITY                              	              1	     0.010
CIC BIOMAGUNE                                	              1	     0.010
CIC NANOGUNE BRTA                            	              1	     0.010
CIDETEC IK4                                  	              1	     0.010
CINVESTAV CENTRO DE INVESTIGACION Y DE ESTUDI	              1	     0.010
OS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL	               	          
CIPADE IND INVEST PROD ADESIVOS              	              1	     0.010
CIPADE IND INVEST PROD ADESIVOS SA           	              1	     0.010
CIQA CENTRO DE INVESTIGACION QUIMICA APLICADA	              1	     0.010
CIQUS                                        	              1	     0.010
CIRAD                                        	              1	     0.010
CIRCC                                        	              1	     0.010
CITY OF SCIENTIFIC RESEARCH TECHNOLOGICAL APP	              1	     0.010
LICATIONS SRTA CITY                          	               	          
CITY ST GEORGES UNIVERSITY OF LONDON         	              1	     0.010
CITY TURKU WELF DIV                          	              1	     0.010
CIVIL AVIAT ADM CHINA                        	              1	     0.010
CIVIL AVIAT ADM CHINA CAAC                   	              1	     0.010
CIVIL AVIATION UNIVERSITY OF CHINA           	              1	     0.010
CLIN DERMATOL UNIV                           	              1	     0.010
CLIN HOSP EMERGENCY ARAD CTY                 	              1	     0.010
CLIN REHABIL HOSP                            	              1	     0.010
CMR INST TECHNOL                             	              1	     0.010
CNNP GUODIAN ZHANGZHOU ENERGY CO LTD         	              1	     0.010
CNOOC CHANGZHOU PAINT COATING IND RES INST CO	              1	     0.010
LT                                           	               	          
CNOOC RES INST CO LTD                        	              1	     0.010
CNPC ENGN TECHNOL RES CO LTD                 	              1	     0.010
CNPC GREATWALL DRILLING FLUIDS CO            	              1	     0.010
CNPEM                                        	              1	     0.010
COINNOVAT CTR CHEM CHEM ENGN TIANJIN         	              1	     0.010
COLL HUNAN PROV                              	              1	     0.010
COLLABORAT INNOVAT CTR BIOTHERAPY            	              1	     0.010
COLLABORAT INNOVAT CTR MED ENGN              	              1	     0.010
COLLABORAT INNOVAT CTR QUANTUM MATTER        	              1	     0.010
COLLABORATIVE INNOVATION CENTER FOR DIAGNOSIS	              1	     0.010
TREATMENT OF INFECTIOUS DISEASES             	               	          
COLLEGE OF ENGINEERING GUINDY                	              1	     0.010
COLLEGE OF ENGINEERING PUNE                  	              1	     0.010
COLLEGE OF POLYTECHNICS JIHLAVA              	              1	     0.010
COLLEGIUM MEDICUM JAGIELLONIAN UNIVERSITY    	              1	     0.010
COLOPLAST                                    	              1	     0.010
COLOPLAST AS                                 	              1	     0.010
COLORADO SCHOOL OF MINES                     	              1	     0.010
COMMUNITY COLL QATAR                         	              1	     0.010
COMPETENCE CTR WOOD COMPOSITES WOOD CHEM     	              1	     0.010
COMPETENCE NETWORKS BIOMIMET                 	              1	     0.010
COMPETENCE NETWORKS BIOMIMET BIOKON          	              1	     0.010
COMPLUTENSE UNIVERSITY OF MADRID             	              1	     0.010
COMPPAIR TECHNOL LTD                         	              1	     0.010
COMPREHENS RES ORG SCI SOC CROSS             	              1	     0.010
COMRON SCI TECHNOL PK                        	              1	     0.010
CONNECTICUT STATE UNIVERSITY SYSTEM          	              1	     0.010
CONSERVATOIRE NATIONAL ARTS METIERS CNAM     	              1	     0.010
CONSORZIO INSTM                              	              1	     0.010
CONSORZIO INTERUNIV NAZL SCI TECNOL MAT INSTM	              1	     0.010
CONSORZIO INTERUNIV SCI TECNOL MAT INSTM     	              1	     0.010
CONSTANTIA FLEXIBLES                         	              1	     0.010
CONSTRUCT DANIEL DARGIS INC                  	              1	     0.010
CONSTRUCT ENGN IT SERV CENITS CORP INC       	              1	     0.010
CORPORAL MICHAEL J CRESCENZ VA MED CTR       	              1	     0.010
CORPORAL MICHAEL J CRESCENZ VET AFFAIRS MED C	              1	     0.010
TR                                           	               	          
CORROS PROTECT ENGN TECHNOL RES CTR SHANXI PR	              1	     0.010
OV                                           	               	          
CORROS SPECIALIST                            	              1	     0.010
COSTIN D NENITZESCU ROMANIAN ACAD            	              1	     0.010
COUNCIL FOR SCIENTIFIC INDUSTRIAL RESEARCH CS	              1	     0.010
IR SOUTH AFRICA                              	               	          
COURANT INST MATH SCI                        	              1	     0.010
COVENTRY UNIVERSITY                          	              1	     0.010
CREIGHTON UNIVERSITY                         	              1	     0.010
CRODA COATINGS POLYMERS BUSINESS             	              1	     0.010
CRPHT                                        	              1	     0.010
CSIC CENTRO DE INVESTIGACIONES BIOLOGICAS CIB	              1	     0.010
CSIC CENTRO DE QUIMICA Y MATERIALES DE ARAGON	              1	     0.010
CEQMA                                        	               	          
CSIC INSTITUTO DE CERAMICA Y VIDRIO ICV      	              1	     0.010
CSIC INSTITUTO DE CIENCIA DE MATERIALES DE AR	              1	     0.010
AGON ICMA                                    	               	          
CSIC INSTITUTO DE CIENCIA DE MATERIALES DE MA	              1	     0.010
DRID ICMM                                    	               	          
CSIC INSTITUTO DE INVESTIGACIONES MARINAS IIM	              1	     0.010
CSIR AVANCED MAT PROC RES INST               	              1	     0.010
CSIR CENTRAL BUILDING RESEARCH INSTITUTE     	              1	     0.010
CSIR CENTRAL MECHANICAL ENGINEERING RESEARCH 	              1	     0.010
